owner,title,status,priority,ref_app_count,ref_public_app_count,ref_public_maptour_count,public_total_refs,risk_score,recommended_action,url
StoryMaps,Imagery PUG Demo - test,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=64903191a7f84140a3fd886bcc6432b5
FedGISContent,Imagerybasemap,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=04813af197574d64a7167c5c74b8c73f
acarroll73,In the Red or In the Black? Deficit and Surplus Nations,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=4a94692d5ec04a7a9f9a4d47e32d7cbc
acarroll73,Income Inequality in U.S. Metropolitan Areas,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=181827ff236d4a6d8bf584d82acfc09b
acarroll73,Intact Forest Landscapes,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=6fdf05b902b94c51b578e61809e691c7
acarroll73,InterAction sample map,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=356a0f70945b4609ad091c7a5d0d834a
StoryMaps,iPad test,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=dc422f5a8f964f29aa22be2279cd2553
StoryMaps,Is the World Full or Empty?,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=1726eb2da23e4a02ba25f54c98c31ec3
dasbury_storymaps,ISS on Slate,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=d51b3c7468b743368b02050688705645
StoryMaps,Ist die Welt voll oder leer?,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=16eb7f208f8e4db985b49d94b5483dcd
StoryMaps,Ivory trade,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=1f7166df494946d0b0c73817cb85c020
acarroll73,Jane Goodall Institute,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=635afff2fcc744319e5849b20413e908
StoryMaps,Jorge Montt Glacier,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=3ca9b7a5339e4c31acb20d2291f1de4e
StoryMaps,Just a Test,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=8fc06f2b60894b8aa7dac69ae738e0d6
mystories,Campsites,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=163cfa2390e34daa930de55fb5a08b2f
StoryMaps,Carbon Dioxide Emissions on the Rise,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=e037397d4e57417c933fc18500cfa8cb
acarroll73,Carbon Dioxide Emissions on the Rise,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=5ed651b95acb4a139ea2b2333e9ee8a7
StoryMaps,Case study: Forest elephants,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=45b01d4467dd4bc6995bc4fbeabcbe21
mystories,Cauldera,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=9c3c5e371c4e46f2b95a0a1eb9af192d
mystories,Cauldera,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=7a3958a92dda4c3f8edd4a66f220fe69
StoryMaps,Celebrating our nation's wild rivers,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=8b3e4602ed7c4b40a1a69195c23b15de
StoryMaps_services,Change in commute times between 2000 and 2012,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=51f0093701f349b5b5a349ad641eb075
acarroll73,Change in Household Income,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=c5e769281d544ad6baa5a3c17bb3c5f5
sabinebarrera,Chemlights,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=96c93977458d406e8cf0193e93fa8b9c
FedGISContent,Chicago Pop Change,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=539990932192423cbab5c376c8694a2b
StoryMaps,China's Burgeoning Highway System,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=e037c659b52e4fa68b358d720c5b998d
StoryMaps,Circle Treasure Hunt,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=64fba77b799d4583b115cd092125f6ea
sabinebarrera,City Of Redlands Improvement Projects,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=59d5d7cd324c4c60bda383a3f1369d25
StoryMaps,Climate Resilient Cities Rockefeller,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=07d4f2b6db904f819dad1a8565572dd2
StoryMaps,Climate Resilient Cities Rockefeller- Imagery,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=baa82910a716439dbaa653cdb34d90c0
StoryMaps,Climate Resilient Cities Rockefeller-Dakar,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=8362ebffb4224591a85d80919392c285
acarroll_storymaps,Closing Yield Gaps,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=9795b9546c4e44329458188cf8508cab
acarroll73,CO2 Emissions: Imagery Base,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=d9f428a5e2ad440588e634703283bc7d
acarroll73,CO2 Emissions: Light Gray Canvas Basemap,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=b027364edb86424da3cc854d0073a77d
acarroll73,CO2 Emissions: World Topo Basemap,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=a178f7119c004ee6a592c032f227c5d4
sabinebarrera,College 2014,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=a02aaa6e67b746cea7700fb7e8b622ad
StoryMaps,College Degrees1,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=65d8962bb9fa4bdab6190f2c45007bdf
acarroll73,College Tour 2012,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=d592d5f5d3634965aae831f1249b1d11
sabinebarrera,Colombia,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=11a74ea47db24982a887dd5929513e86
sabinebarrera,Colorado Geology,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=1dad9c7960b3440488c50c2fb2e6de6d
sabinebarrera,Colorado Scale Areas,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=32e8e9ffce5a4afc9c8f3e82f32aaf56
StoryMaps,Commitment to fight climate change,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=0b433f67152e489ba42da7ddf1f99570
StoryMaps_services,Commute times - Mean,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=48a2ac96b4e14e6d8b47569b75c26d77
StoryMaps_services,Commute times in 2000,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=0d5e32847e4b4c0cbc4c63b17a28f3a7
StoryMaps_services,Commute times in 2012,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=d78b310c142d44d2aed214f7c0b1bdcf
StoryMaps,Comparing 2008 election results with ethnicity and income,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=cd4d6c3297594c14850618c373081af1
acarroll73,Congressional districts,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=85754b253f9c40d183ee4581ecf762fe
StoryMaps,Conservation Lands-Copy,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=656116e64eb04897aca12aa85968d103
acarroll73,Coral Reefs Under Threat,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=5f8e97da0b1d4375ba47fc9cd55623b6
StoryMaps,Exploring the Gaza Strip's Varied Geography,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=3901bb77cd7a4e53aa48dd596f857d95
mystories,facebook photos,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=160de7b0dfeb40c18904f432a1a67cac
acarroll73,Famous shipwrecks,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=045798d4811140beb286720130498758
StoryMaps,Fateful voyage of the Titanic,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=31879b960f8c4c1eadd865c9b051a479
StoryMaps,FavoriteVacationSpots,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=2570e98ff237400d8bbba10dd93f90e1
StoryMaps,feature service map tour,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=f17034fa610e48aebca50c7944d9d611
dasbury_storymaps,Federal Prison locations,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=a1e1f337ba30469c8d20e5915bbe26f9
StoryMaps,Federal Prisons of the United States,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=cf60b2d006dd45cebc083c1f9e1d572f
StoryMaps,Fifty Largest Refugee Camps,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=0ce3ca907158463b87520d2d7c9a14fd
sabinebarrera,Fire Centroids,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=c6f04128ba4f438fb1233f07bcfbdeac
sabinebarrera,First Presentation,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=524759a00c7b4c6d8f9d7c6ac0344f08
acarroll_storymaps,Food Crops-Copy,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=05e80114de9f44c19284e66ca4eb4309
acarroll73,Food Insecurity in the Horn of Africa-Copy,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=3ae50ad661ad4e5b8ed29081739faa7f
acarroll_storymaps,"Food, Feed, & Fuel",LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=ca05533cb0bc4293a63b4ee8048576bd
StoryMaps,Forest Cover and Loss: NatureServe,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=f5b28f3ad150408c98e556e6863daa98
dasbury_storymaps,Forest elephant habitat comparison over time - 2002,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=ae1f7a03ba8e488fae655e6eb0e21e1a
dasbury_storymaps,Forest elephant habitat comparison over time - 2011,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=77e171d4257c48ec9285653fc81682e6
acarroll73,"Fort Sumter, 1861 and today",LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=f8e728bf2e494a989f05fcb1ae38934c
StoryMaps,France through the Ages-Copy,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=116eee40686f483e98b486e3c7571f85
acarroll73,Free and Clear Housing,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=35e217074baa4dccb10f26f1612bfdf9
acarroll73,Freshwater ecoregions and riverbasins of the U.S.,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=8d600623aac5492aa56ecf2e6f7edc6b
StoryMaps,General Countdown Satellite Map,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=08c8c7870b2d44e7822548cb3cc6c057
acarroll73,Geo-Genealogy of Irish Surnames-Copy,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=5fa2e1587fca429897e4ec5788d677d7
FedGISContent,Geoblog_basemap,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=0453264186ea485d9dfe6518bfc7cafb
storymapslegacy,Geography Hawaii Trip,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=de30652a56834f7e83080ca6ca0d2371
acarroll73,Geography Treasure Hunt,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=33026d900ebf400d821f3c3275475a36
acarroll73,Geography Treasure Hunt Version 2,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=175ab4c108b4463291ee621f52311e15
StoryMaps,Gettysburg_Layers,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=67236ca3ea7d45ceb4921d9331f78346
sabinebarrera,GIS Day Kids,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=0c2a4d72960c4add95e43ee5c2bb65fc
StoryMaps,Global Crossroads: The World's 25 Busiest Airports,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=91e2bd1ecfb943c8af893f5eb67d6ff7
acarroll73,Global EEZ plus oceans basemap,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=ed393190a04545079503814f583e811c
acarroll73,Global mobile phone subscriptions (World Bank)-Copy,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=76a980934b8a4a51be52bcf9c2cec628
StoryMaps,Global Sea Level Trends,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=0df2bbc0593549bb90cd2c3196ecc4b8
StoryMaps,Global shipping routes,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=c41b85118cae443f8fffa02d55988758
dasbury_storymaps,GPX test,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=3947294cb99541d98aa6f0ac6d40bcaf
acarroll73,Great Places,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=70424fae79f0458cb7fc79f2e13e46d4
glazou2,greg06111,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=ef35b3aaeca540b6bd6455cb994f8d46
StoryMaps,greg08051,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=d11993a77fa24a7294d7742304719c74
StoryMaps,greg08053,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=560bfe84db2f49c989de409267b075a8
acarroll73,Growth of cities as seen on Landsat imagery,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=0ff0c32ffac0490caf388d9421b1e363
StoryMaps,Paying respects to my uncle in Arlington National Cemetery,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=e94e66e1260e4102bcdcfab8c565c665
StoryMaps,Penn Quarter working map,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=35fb805f37574432a1758d75713c6647
StoryMaps,People Without Health Insurance,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=ab8c77d796444b85bbdaf49b807b75ca
StoryMaps,Per Capita Gross Domestic Product (World Bank),LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=0b4fe5beabe3481da790bc998e2b5aa0
acarroll73,Per Capita Gross Domestic Product: World Bank for MyCOE,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=6f3d9d14b2784350ab2c425e4b076f07
StoryMaps,Per Capita Income in the U.S.,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=503f9d4c6fb848248024f5867bc21729
acarroll73,Percent Forested - World Bank,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=da62e6f59d3647bca9fb637c926fcbe7
StoryMaps,Percent Russians in Ukraine,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=16f685f27ab4468ea6d7c50849b43f2e
StoryMaps,Pew Seamounts Prototype,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=282b89e6abfb4386bf2d035c10de325f
mystories,picasa test,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=f33e83dd2c604019bff76b231d06118a
glazou2,PICASATOWEBMAP,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=85d9fef08b1d4a5193976c709d9e8a7b
StoryMaps,Pilgrimage Routes,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=54bd5dfb08474abbb1199176ba0cd8c1
StoryMaps,Piping plover,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=015f54544e0a49328adbdfe8dec58464
StoryMaps,Piping plover - fall migration,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=212de1d6be6347a983870c84fd20e0c7
StoryMaps,Piping plover - spring migration,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=dfee74e84f054b50bd8ae6680d41d7f8
StoryMaps,Piping Plover - summer breeding,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=d93025658b7f4db1bc46c35db70b5992
StoryMaps,Piping plover - winter rest,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=af2181821da34797b5e75582bf776208
StoryMaps,Piping Plover Range,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=43233343415a47bfaa56835bfeb9d665
acarroll_storymaps,Piping Plover Range,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=e60268ba7a7b4ff38d3d9cc97ec0600a
FedGISContent,Places,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=51e4bed5c22a4e90abc7759511647291
mystories,Planet Hunter,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=a8c6f9b579534fbaafea63aa0c0de9b7
StoryMaps,playlist_test,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=db29b5d012f84712908bb3980e041f80
StoryMaps,PNPM Indonesia offices,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=c57ebb9022fa4b44ac481446ece6fb12
StoryMaps,Pop-up config map,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=68a89a06a840454e9a5acc9399c87999
acarroll73,Population Change 2000-2010,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=7863e6e2cfab49879da5b0053df62cec
acarroll73,Population density,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=bf92c36b78b34effa336e0b8461eef69
StoryMaps,Population density and the elderly,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=2bd2e1aeaf1b49d1bf21d5a33b88ed8f
FedGISContent,Population Density Urban Observe,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=a137ead941f14760ac60630576430124
StoryMaps,Population growth by county between 2012 & 2013,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=3a98546a882944a2b40cb1a3bd3fa092
FedGISContent,Predicted Population Growth Rate from 2012 - 2017,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=ab2fd7c3efe246758fecbe7ab840ba7f
skitterman,Private Service mappy,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=84dfd7810640470890673d4557f0b0fd
skitterman,Profile Pictures,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=d646947c75744c9aa2d3a859b0e88921
skitterman,Profile Pictures,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=5a38aaf3e55b490fbc73593eb5fac6f6
StoryMaps,Progress Toward the Millennium Development Goals,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=9f3be37852a04f1caade152b006d6607
acarroll73,Protected Areas of Peru,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=30994a65758d462396a26616a0c155c0
acarroll73,Protected areas: Brazil,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=4c591890c700465fb73227ab485633b5
StoryMaps,Proxy-Test,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=1679cb22ffbf40ca9e5e509ee7322a0c
StoryMaps,PUG - demo imagery,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=f18858d1c3f54c448178e519ba709dd9
StoryMaps,PUG - demo topo,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=39634f9c20af449592e1ffb4aed08413
StoryMaps,PUG Demo Map Tour,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=8fb78e6181fd45bbb8bf69153b909c9b
StoryMaps,pug-2013-clancy,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=adf680a9318f42a4a38836875e120746
StoryMaps,pug-testfs,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=79525eacdfd345c3a5fb460fa0431673
sabinebarrera,Punta Arenas,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=16a77940c270474d931e8e9823e12fa6
sabinebarrera,Map Service Test,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=3eff0bfc8ea848458849622dd61be7ee
FedGISContent,Kenya Purchasing Power vs. Health Facilities,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=bc1425ff3dd04f01b8af9fa126eb4804
StoryMaps,Kepler Telescope,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=f140c24644154dcda4ccd7b80e99638e
StoryMaps,Kepler telscope,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=7792d63ad3494161a3996e752b30f9cc
acarroll73,Map trio 1: nuclear power plants,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=63e485bed45145eabda1d99e05fe4bed
acarroll73,Keystone Pipeline,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=2444e99e2ed7450db6e7bc2619ccf5a9
acarroll73,Map trio 2: population,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=c309eee2b8994105be09659b5cff42c1
acarroll73,Keystone Pipeline and Ecoregions,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=e746e79e556c43a6ba1052f58651130c
acarroll73,Map Trio 3: earthquake faults,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=425c7af0608243058a31352315fd119a
acarroll73,Keystone Pipeline and Land Cover,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=bf4e6799027a47138f15a9b7fb9d7956
sabinebarrera,Mapa Mundi,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=ed8de976cc07420daf597e1f697bada9
acarroll73,Keystone Pipeline and Rivers,LEGACY,LOW,0,0,0,0,58,REVIEW_OR_ARCHIVE,https://www.arcgis.com/home/item.html?id=567b5d9a91d6435a8ed51fc2c6e1ba68
